2018-01-08 14:54:42.630 , 441.781 , 477.47 , 925.254,  ,  ,
2018-01-08 14:54:43.784 , 320.249 , 475.942 , 672.873,  ,  ,
2018-01-08 14:54:44.900 , 435.929 , 482.613 , 903.268,  ,  ,
2018-01-08 14:54:46.010 , 357.977 , 475.937 , 752.151,  ,  ,
2018-01-08 14:54:47.189 , 461.782 , 483.066 , 955.939 , 403.544 , 479.006 , 841.897
2018-01-08 14:54:48.251 , 601.524 , 476.499 , 1262.38 , 435.492 , 478.811 , 909.323
2018-01-08 14:54:49.261 , 354.427 , 478.227 , 741.127 , 442.328 , 479.268 , 922.974
2018-01-08 14:54:50.389 ,  354.04 , 476.999 , 742.224 , 425.95 , 478.146 , 890.765
2018-01-08 14:54:51.624 , 487.482 , 484.071 , 1007.05 , 451.851 , 479.772 , 941.744
2018-01-08 14:54:52.684 , 330.417 , 479.238 , 689.464 , 425.578 , 479.007 , 888.449
2018-01-08 14:54:53.684 , 626.891 , 481.456 , 1302.07 , 430.651 , 479.998 , 896.387
2018-01-08 14:54:54.780 , 519.459 , 484.286 , 1072.63 , 463.658 , 481.21 , 962.688
2018-01-08 14:54:55.919 ,  356.91 , 480.395 , 742.951 , 464.232 , 481.889 , 962.833
2018-01-08 14:54:57.016 , 620.116 , 476.087 , 1302.53 , 490.759 , 480.292 , 1021.93
2018-01-08 14:54:58.168 , 573.383 , 482.226 , 1189.03 , 539.352 , 480.89 , 1121.84
2018-01-08 14:54:59.291 ,  613.16 , 484.549 , 1265.42 , 536.606 , 481.509 , 1114.51
2018-01-08 14:55:00.430 , 332.242 , 480.761 , 691.076 , 499.162 , 480.804 , 1038.2
2018-01-08 14:55:01.562 , 481.691 , 479.055 , 1005.5 , 524.118 , 480.535 , 1090.71
2018-01-08 14:55:02.615 ,  621.25 , 481.261 , 1290.88 , 524.345 , 481.57 , 1088.38
2018-01-08 14:55:03.644 , 556.411 , 484.251 , 1149.01 , 520.951 , 481.975 , 1080.38
