2018-01-08 14:54:42.630, 441.781, 477.470, 925.254
2018-01-08 14:54:43.784, 320.249, 475.942, 672.873
2018-01-08 14:54:44.900, 435.929, 482.613, 903.268
2018-01-08 14:54:46.010, 357.977, 475.937, 752.151
2018-01-08 14:54:47.189, 461.782, 483.066, 955.939
2018-01-08 14:54:48.251, 601.524, 476.499, 1262.384
2018-01-08 14:54:49.261, 354.427, 478.227, 741.127
2018-01-08 14:54:50.389, 354.040, 476.999, 742.224
2018-01-08 14:54:51.624, 487.482, 484.071, 1007.047
2018-01-08 14:54:52.684, 330.417, 479.238, 689.464
2018-01-08 14:54:53.684, 626.891, 481.456, 1302.073
2018-01-08 14:54:54.780, 519.459, 484.286, 1072.630
2018-01-08 14:54:55.919, 356.910, 480.395, 742.951
2018-01-08 14:54:57.016, 620.116, 476.087, 1302.526
2018-01-08 14:54:58.168, 573.383, 482.226, 1189.034
2018-01-08 14:54:59.291, 613.160, 484.549, 1265.423
2018-01-08 14:55:00.430, 332.242, 480.761, 691.076
2018-01-08 14:55:01.562, 481.691, 479.055, 1005.502
2018-01-08 14:55:02.615, 621.250, 481.261, 1290.880
2018-01-08 14:55:03.644, 556.411, 484.251, 1149.014
2018-01-08 14:55:04.732, 567.955, 481.120, 1180.484
2018-01-08 14:55:05.734, 316.091, 477.582, 661.856
2018-01-08 14:55:06.756, 463.965, 484.063, 958.480
2018-01-08 14:55:07.985, 434.331, 480.265, 904.358
2018-01-08 14:55:09.213, 625.092, 481.383, 1298.532
2018-01-08 14:55:11.697, 584.308, 483.014, 1209.714
2018-01-08 14:55:10.458, 446.910, 475.442, 939.989
2018-01-08 14:55:12.720, 585.495, 479.009, 1222.303
2018-01-08 14:55:13.757, 383.592, 481.167, 797.211
2018-01-08 14:55:14.917, 613.017, 477.364, 1284.170
2018-01-08 14:55:15.981, 381.173, 479.294, 795.280
2018-01-08 14:55:17.141, 480.221, 478.254, 1004.113
2018-01-08 14:55:18.150, 397.761, 484.570, 820.852
2018-01-08 14:55:19.345, 318.894, 483.650, 659.348
2018-01-08 14:55:20.369, 617.379, 479.643, 1287.163
2018-01-08 14:55:21.475, 416.542, 481.888, 864.396
2018-01-08 14:55:22.604, 409.085, 484.945, 843.570
2018-01-08 14:55:27.117, 583.437, 477.403, 1222.106
2018-01-08 14:55:28.325, 453.647, 478.519, 948.021
2018-01-08 14:55:29.476, 414.267, 484.288, 855.416
2018-01-08 14:55:30.511, 373.243, 482.752, 773.156
2018-01-08 14:55:31.757, 494.875, 475.596, 1040.537
2018-01-08 14:55:32.800, 622.449, 480.006, 1296.752
2018-01-08 14:55:33.845, 619.713, 482.526, 1284.310
2018-01-08 14:55:35.085, 332.497, 484.323, 686.519
2018-01-08 14:55:36.189, 555.524, 475.193, 1169.048
2018-01-08 14:55:37.346, 517.821, 480.411, 1077.873
2018-01-08 14:55:38.504, 515.263, 478.257, 1077.378
2018-01-08 14:55:39.573, 331.077, 480.514, 689.006
2018-01-08 14:55:40.670, 601.096, 477.346, 1259.245
2018-01-08 14:55:41.870, 560.705, 478.654, 1171.421
2018-01-08 14:55:42.909, 567.178, 481.910, 1176.938
2018-01-08 14:55:43.952, 422.937, 483.254, 875.186
2018-01-08 14:55:45.036, 617.973, 480.779, 1285.359
2018-01-08 14:55:46.152, 462.643, 479.531, 964.781
2018-01-08 14:55:47.314, 362.973, 483.791, 750.268
2018-01-08 14:55:48.546, 579.314, 477.157, 1214.095
2018-01-08 14:55:49.720, 339.650, 475.969, 713.597
2018-01-08 14:55:50.778, 498.320, 478.533, 1041.348
2018-01-08 14:55:51.854, 392.468, 483.176, 812.267
2018-01-08 14:55:53.066, 409.044, 480.830, 850.704
2018-01-08 14:55:54.257, 409.373, 478.850, 854.908
2018-01-08 14:55:55.411, 502.022, 482.872, 1039.660
2018-01-08 14:55:56.640, 527.413, 475.320, 1109.594
2018-01-08 14:55:57.878, 387.345, 477.434, 811.305
2018-01-08 14:55:58.891, 418.347, 478.308, 874.640
2018-01-08 14:55:59.899, 544.573, 482.287, 1129.147
2018-01-08 14:56:01.128, 347.642, 476.741, 729.206
2018-01-08 14:56:02.373, 607.003, 482.960, 1256.837
2018-01-08 14:56:03.397, 414.708, 480.640, 862.824
2018-01-08 14:56:04.468, 493.510, 479.446, 1029.334
2018-01-08 14:56:05.707, 410.941, 476.428, 862.546
2018-01-08 14:56:06.731, 619.962, 484.047, 1280.788
2018-01-08 14:56:07.816, 530.732, 480.754, 1103.958
2018-01-08 14:56:09.056, 547.431, 477.354, 1146.803
2018-01-08 14:56:10.257, 477.918, 479.067, 997.600
2018-01-08 14:56:11.476, 373.287, 0.0, 0.0
2018-01-08 14:56:12.671, 475.133, 483.478, 982.740
2018-01-08 14:56:13.752, 454.724, 479.544, 948.242
2018-01-08 14:56:14.830, 620.256, 482.160, 1286.411
2018-01-08 14:56:15.871, 482.172, 478.635, 1007.390
2018-01-08 14:56:17.010, 485.112, 482.468, 1005.480
2018-01-08 14:56:18.176, 540.185, 476.423, 1133.835
2018-01-08 14:56:19.270, 538.766, 478.887, 1125.038
2018-01-08 14:56:20.466, 604.902, 483.689, 1250.603
2018-01-08 14:56:21.542, 418.484, 475.748, 879.633
2018-01-08 14:56:22.682, 575.646, 479.348, 1200.893
2018-01-08 14:56:23.889, -358.515, 476.819, -751.890
2018-01-08 14:56:25.101, 381.407, 479.142, 796.020
2018-01-08 14:56:26.269, 453.349, 483.151, 938.317
2018-01-08 14:56:27.406, 472.160, 475.881, 992.181
2018-01-08 14:56:28.484, 576.547, 484.753, 1189.363
2018-01-08 14:56:29.670, 408.551, 476.863, 856.746
2018-01-08 14:56:30.811, 356.783, 484.377, 736.581
2018-01-08 14:56:32.024, 449.958, 477.446, 942.428
2018-01-08 14:56:33.072, 506.888, 481.150, 1053.493
2018-01-08 14:56:34.119, 436.581, 483.067, 903.769
